init_variables.started,init_variables.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,instruction_single.started,instruction_single.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,interval.started,interval.stopped,cue_single.started,cue_single.stopped,mask.started,mask.stopped,ori_response_single.started,res_ori,res,ori_response_single.stopped,key_resp_single.keys,key_resp_single.rt,key_resp_single.duration,disp_single.started,disp_single.stopped,key_resp.keys,key_resp.rt,key_resp.duration,single.thisRepN,single.thisTrialN,single.thisN,single.thisIndex,single.ran,ori,path,mask_path,instruction_bandit.started,instruction_bandit.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,cue_bandit.started,cue_bandit.stopped,bandit_res.keys,bandit_res.rt,bandit_res.duration,outcome_bandit.started,rew,action,outcome_bandit.stopped,bandit.thisRepN,bandit.thisTrialN,bandit.thisN,bandit.thisIndex,bandit.ran,actual_rew1,actual_rew2,rew1,rew2,instruction_task.started,instruction_task.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,wait_ready.started,wait_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue.started,cue.stopped,ori_response.started,ori_response.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,outcome.started,diff1,diff2,outcome.stopped,disp_outcome_practice.started,disp_outcome_practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ori1,ori2,break_blk.started,break_blk.stopped,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,condition_file
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1055.298,1056.297,,,1056.797,1057.047,,163,163,,,,,,,,,,,,,,,,bars/000.png,bars/mask006.png,,,,,,,,,,,,3,2,,,,,,,2,8,3,8,,,,,,,,,,,1056.297,1056.797,1057.047,1062.429,space,5.378,,1062.429,57,18,1063.429,1063.429,1063.434,,,,0,26,26,26,1,40,145,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1063.434,1064.429,,,1064.929,1065.179,,69,69,,,,,,,,,,,,,,,,bars/011.png,bars/mask001.png,,,,,,,,,,,,3,2,,,,,,,0,6,0,6,,,,,,,,,,,1064.429,1064.929,1065.179,1068.318,space,3.135,,1068.318,89,16,1069.318,1069.318,1069.322,,,,0,27,27,27,1,160,85,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1069.322,1070.318,,,1070.818,1071.068,,71,71,,,,,,,,,,,,,,,,bars/042.png,bars/mask005.png,,,,,,,,,,,,7,2,,,,,,,0,8,0,8,,,,,,,,,,,1070.318,1070.818,1071.068,1073.797,space,2.723,,1073.797,74,4,1074.797,1074.797,1074.802,,,,0,28,28,28,1,145,75,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1074.802,1075.798,,,1076.297,1076.548,,101,101,,,,,,,,,,,,,,,,bars/018.png,bars/mask008.png,,,,,,,,,,,,4,2,,,,,,,2,6,2,7,,,,,,,,,,,1075.798,1076.297,1076.548,1078.826,space,2.273,,1078.826,49,11,1079.825,1079.825,1079.83,,,,0,29,29,29,1,150,90,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1079.83,1080.825,,,1081.326,1081.576,,46,46,,,,,,,,,,,,,,,,bars/023.png,bars/mask002.png,,,,,,,,,,,,0,1,,,,,,,0,8,0,10,,,,,,,,,,,1080.825,1081.325,1081.576,1084.59,space,3.008,,1084.59,26,69,1085.589,1085.589,1085.595,,,,0,30,30,30,1,20,115,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1085.595,1086.59,,,1087.09,1087.339,,124,124,,,,,,,,,,,,,,,,bars/045.png,bars/mask005.png,,,,,,,,,,,,0,1,,,,,,,0,6,0,6,,,,,,,,,,,1086.59,1087.09,1087.339,1088.763,space,1.421,,1088.763,24,66,1089.763,1089.763,1089.768,,,,0,31,31,31,1,100,10,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1089.769,1090.771,,,1091.27,1091.52,,171,-9,,,,,,,,,,,,,,,,bars/033.png,bars/mask008.png,,,,,,,,,,,,3,2,,,,,,,2,8,3,7,,,,,,,,,,,1090.771,1091.27,1091.52,1094.909,space,3.387,,1094.909,34,16,1095.91,1095.91,1095.914,,,,0,32,32,32,1,25,155,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1095.914,1096.909,,,1097.409,1097.659,,66,66,,,,,,,,,,,,,,,,bars/017.png,bars/mask003.png,,,,,,,,,,,,3,2,,,,,,,4,10,2,10,,,,,,,,,,,1096.909,1097.409,1097.659,1098.77,space,1.109,,1098.77,79,21,1099.771,1099.771,1099.775,,,,0,33,33,33,1,145,45,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1099.775,1100.771,,,1101.27,1101.521,,69,69,,,,,,,,,,,,,,,,bars/014.png,bars/mask000.png,,,,,,,,,,,,4,1,,,,,,,6,10,7,8,,,,,,,,,,,1100.771,1101.27,1101.521,1105.423,space,3.901,,1105.423,11,69,1106.423,1106.423,1106.428,,,,0,34,34,34,1,80,0,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1106.428,1107.423,,,1107.923,1108.174,,74,74,,,,,,,,,,,,,,,,bars/046.png,bars/mask005.png,,,,,,,,,,,,6,2,,,,,,,8,8,9,9,,,,,,,,,,,1107.423,1107.923,1108.174,1111.972,space,3.792,,1111.972,81,11,1112.973,1112.973,1112.977,,,,0,35,35,35,1,155,85,,,,,,,,
